company_name,offerings_raw,homepage,email,updated_services,contact_person
Unknown,"Auftragsarbeiten:
METALL: Trennen (z.B. Stanzen bis 200 Tonnen), CNC-Bearbeitung (bis 5-Achs-Bearbeitungszentrum), 
Metallmontage
KUNSTSTOFF: Kunststoffverarbeitung (bis 270 g Schussgewicht), Kunststoffmontage
ELEKTRO: Elektromontage, Kabelkonfektionierung, Litzenfertigung
VERPACKUNGSARBEITEN: Konfektionierung von verschiedenen Produkten, Vorbereitung und Versand von 
kundenspezifischen Aussendungen mit Anschauungsmustern
SONSTIGE LEISTUNGEN: Landwirtschaft (BIOLAND zertifiziert & QS Zertifikat",http://www.mariaberg.de,wfbm@mariaberg.de,,
Unknown,,http://www.samariterstiftung.de,werkstatt-an-der-schanz@samariterstiftung.de,,
Leben inklusiv e.V.,"Auftragsarbeiten:
METALL: Spanende Bearbeitung (z. B. Bohren, Senken, Gewindeschneiden, 
Stanzen),
CNC-Bearbeitung (CNC-Drehen u. - Fräsen), Fügen (z. B. Schweißen, 
Pressen), Metallmontage
MONTAGE: Kleinere Baugruppen
ELEKTRO: Elektromontage, Kabelkonfektionierung
VERPACKUNGSARBEITEN
weitere Infos unter https://www.leben-inklusiv.de/industriekunden/Weitere Betriebsstätten:
Leben inklusiv e.V.
Siemensstr. 18
72636 Frickenhausen
Telefon: 07022 27361-0
Habila GmbH  
WfbM Rappertshofen Reutlingen",,,,
Unknown,,http://www.leben-inklusiv.de,info@leben-inklusiv.de,,
Unknown,,https://www.habila.de,info.reutlingen@habila.de,,
Unknown,"Auftragsarbeiten:
METALL: Fräsen, Bohren, Sägen, Gewindeschneiden, CNC-Bearbeitung, 
Metallmontage
HOLZ: Holzbearbeitung, Holzmontage, Kistenfertigung, Spielzeugherstellung, 
CNC-Bearbeitung, Herstellung von Produkten aus Holz nach Kundenwunsch
MONTAGE: Baugruppenmontage, einfache Montage von Hand, automatisierte 
Montage
LACKIERARBEITEN/BESCHICHTUNGEN (Holz)
DRUCK/GRAFIK: Druck von Broschüren, Flyern, Plakaten, Kalendern, 
Premium Digitaldruck, Druckweiterverarbeitung, Lettershop Dienstleistung",www.bruderhausdiakonie.de,,,
Unknown,,http://www.bruderhausdiakonie.de,frank.vonmalottky@bruderhausdiakonie.de,,
Unknown,"Auftragsarbeiten:
METALL: Umformen, Trennen, Fügen, Metallmontage, Ausstattung: NC 
Fräsmaschine, verschiedenste Metallbohrmaschinen, Drehmaschine, 
Abkantvorrichtung, Metallkappsäge, Gewindeschneidemaschine
HOLZ: Holzbearbeitung, Holzmontage, Kistenfertigung, Palettenherstellung, 
Möbelfertigung, Spielzeugherstellung
KUNSTSTOFF: Kunststoffmontage
ELEKTRO: Elektromontage, Kabelkonfektionierung
DRUCK/GRAFIK: Fotokopieren, Bedrucken von Gegenständen
EDV-/BÜRODIENSTLEISTUNGEN: Digitale Archivierung",,,,
Unknown,,http://www.freundeskreismensch.de,info@freundeskreismensch.de,,
Unknown,"Auftragsarbeiten:
METALL: Trennen (z. B. Fräsen, Drehen, Bohren), Fügen, Metallmontage
KUNSTSTOFF: Kunststoffbearbeitung, Kunststoffmontage
ELEKTRO: Elektromontage, Kabelkonfektionierung
TEXTIL/LEDER: Näherei
EDV-/BÜRODIENSTLEISTUNGEN: Digitale Archivierung (Digitalisierung von 
Daten, Scannen von Dias)
MAILING UND VERSANDARBEITEN
VERPACKUNGS- UND KONFEKTIONIERUNGSARBEITEN
GARTEN-/LANDSCHAFTSPFLEGE: Garten- und Pflanzenpflege, 
Landschaftspflege
HAUSWIRTSCHAFT: Wäscherei
SONSTIGE LEISTUNGEN: Log",,,,
Unknown,,http://www.lh-goeppingen.de,wfb@lh-goeppingen.de,,
Unknown,"Auftragsarbeiten:
METALL: Trennen, Fügen, Metallmontage
ELEKTRO: Elektromontage, Kabelkonfektionierung
EDV-/BÜRODIENSTLEISTUNGEN
MAILING UND VERSANDARBEITEN
VERPACKUNGS- UND MONTAGEARBEITEN
SONSTIGE LEISTUNGEN: Logistische Leistungen, Qualitätssicherung 
(Produktkontrolle für externe Firmen)Weitere Betriebsstätten:
Werkstatt im GANT
Steinbergstraße 10
72622 Nürtingen
Telefon: 07022 7389-10
Telefax: 07022 7389-18
Maultaschenlädle
Zehntstraße 25
73779 Deizisau
Telefon 07153 921942
E-Mail: info@w-e",,info@w-e-k.de,,
Unknown,,http://www.arbeg.de,info@arbeg.de,,
Unknown,"Auftragsarbeiten:
METALL: Umformen, Trennen, CNC-Bearbeitung (Drehen, Fräsen), Fügen, 
Metallmontage
HOLZ: Holzbearbeitung, Holzmontage, Kistenfertigung, Palettenherstellung, 
Möbelfertigung, CNC-Fertigung
KUNSTSTOFF: Kunststoffbearbeitung, Kunststoffmontage
ELEKTRO: Elektromontage, Kabelkonfektionierung
MAILING UND VERSANDARBEITEN
VERPACKUNGSARBEITEN
GARTEN-/LANDSCHAFTSPFLEGE: Garten- und Pflanzenpflege, 
Landschaftspflege
SONSTIGE LEISTUNGEN: Qualitätssicherung (Produktkontrolle für externe 
F",www.samocca.de,samocca.heidenheim@samariterstiftung.de,,
Unknown,,http://www.samariterstiftung.de,ostalb-werkstaetten@samariterstiftung.de,,
Unknown,"Auftragsarbeiten:
METALL: CNC-Bearbeitung (CNC-Fertigung von Fräs- und Drehteilen), 
Trennen (Konventionelle Bearbeitung: z. B. Sägen, Entgraten, Bohren, 
Gewindeformen)
HOLZ: Holzbearbeitung, Holzmontage, Möbelfertigung, Spielzeugherstellung
KUNSTSTOFF: Kunststoffbearbeitung, Kunststoffmontage
ELEKTRO: Elektromontage, Kabelkonfektionierung
EDV-/BÜRODIENSTLEISTUNGEN
MAILING UND VERSANDARBEITEN
VERPACKUNGSARBEITEN
HAUSWIRTSCHAFT: Catering/Partyservice, Wäscherei
GARTEN-/LANDSCHAFTSPFLEGE: Garten-",http://,,,
Unknown,,https://www.habila.de/,thomas.klement@habila.de,,
"Stiftung Haus Lindenhof, Vinzenz von Paul-Werkstätten","Auftragsarbeiten:
MONTAGE: Pressen/Nieten, Montage kompletter Baugruppen, O-Ring und 
Dichtpaketmontage mit optischer Überprüfung
METALL: Metallbearbeitung: CNC Fräsen/Sägen, Bohren, Senken, Reiben, 
Gewindeschneiden, Bürsten, Entgraten, Montieren, Nieten, Verstemmen,
HOLZ: Holzverarbeitung, Holzmontage, Kistenfertigung, Paletten Herstellung, 
Hobelwaren, CNC-Bearbeitungszentrum mit umfänglichen 
Produktionsmöglichkeiten
KUNSTSTOFF: Kunststoffbearbeitung, Kunststoffmontage, 
Ultraschallschweißen",,,,
Unknown,,http://www.haus-lindenhof.de,alois.kohl@haus-lindenhof.de,,
Unknown,"Auftragsarbeiten:
HAUSWIRTSCHAFT: Wäscherei
GARTEN-/ LANDSCHAFTSPFLEGE: Garten- und Pflanzenpflege, 
Landschaftspflege, Tierpflege
SONSTIGE LEISTUNGEN: Betrieb des ""Eins+Alles Erfahrungsfeld der Sinne"" 
als WfbM und eines Shops zum Verkauf von Produkten der WfbM sowie 
anderer Produkte
KAFFEERÖSTEREI: Lohnrösten von Bio-Kaffee
GASTRONOMIE: Betrieb eines Café-Restaurants und eines Cafés mit Rösterei
Produkte:
LEBENSMITTEL: Bio-Kaffee (Kaffeerösterei, Online-Handel: siehe https://  
biokaffeemitsi",,,,
Unknown,,https://www.laufenmuehle.de/,info@laufenmuehle.de,,
Unknown,,http://www.nikolauspflege.de,werkstatt-limeshof@nikolauspflege.de,,
Unknown,"Auftragsarbeiten:
METALL: Trennen, Fügen, Metallmontage
HOLZ: Holzbearbeitung, Holzmontage
KUNSTSTOFF: Kunststoffmontage
ELEKTRO: Elektromontage
EDV-/BÜRODIENSTLEISTUNGEN
MAILING UND VERSANDARBEITEN
VERPACKUNGSARBEITEN
HAUSWIRTSCHAFT: Catering/Partyservice, Reinigungsarbeiten
Produkte:
LEBENSMITTEL: Torten per Konfigurator, Konditoreiprodukte, Maultaschen
Kühlschrankmagnete
Wäschekörbe Holz
Einmal-Ich - SilberschmuckWeitere Betriebsstätten:
Hauptwerkstatt:
WEK Esslingen
Röntgenstraße 36
73730 Es",www.cafe-morlock.de,info@w-e-k.de,,
Unknown,,http://www.w-e-k.de,info@w-e-k.de,,
Filderwerkstatt des REHA-Vereins e.V.,"Auftragsarbeiten:
MONTAGE: Metall, Kunststoff, Elektro, Konfektionieren, 
Druckweiterverarbeitung, Verpackungsarbeiten
HAUSWIRTSCHAFT: Wäscherei, Küche, Standortpflege
GEWÜRZABFÜLLUNG
AKTENVERNICHTUNG
MOSTOBSTANNAHME mit Ankauf und/oder Saftumtausch
Produkte:
LEBENSMITTEL: Brot und Backwaren, Fleisch- und Wurstwaren, 
Landwirtschaftliche Erzeugnisse, Bioprodukte
EIGENMARKE: Better World: Bioprodukte (Tomatenerzeugnisse; Gewürze; Öle 
etc.)Weitere Betriebsstätten:
Zweigwerk Dettingen/Teck
Kelters",,,,
Unknown,,http://www.filderwerkstatt.de,info@filderwerkstatt.de,,
LebensWerkstatt für Menschen mit Behinderung e.V.,"Auftragsarbeiten:
METALL: Metallbearbeitung (spanend), Metallmontage
HOLZ: Holzbearbeitung, Holzmontage, Kistenfertigung
KUNSTSTOFF: Kunststoffteilebearbeitung und -weiterverarbeitung
ELEKTRO: Elektromontage, Kabelkonfektionierung
INDUSTRIEMONTAGE: Handmontage, Verschraubungen
VERPACKUNGSARBEITEN: Konfektionieren, Skin-, Blister- und 
Beutelverpackung
GARTEN-/LANDSCHAFTSPFLEGE: Landschaftspflege, Pflege öffentlicher 
Flächen, Pflege von Betriebsgelände
SONSTIGE LEISTUNGEN: Logistische Leistungen",,,,
Unknown,,http://www.die-lebenswerkstatt.de/,info@die-lebenswerkstatt.de,,
Unknown,"Auftragsarbeiten:
METALL: Trennen, CNC-Bearbeitung, Fügen, Metallmontage
KUNSTSTOFF: Kunststoffbearbeitung
ELEKTRO: Kabelkonfektionierung
RECYCLING: Elektro-/Elektronik-Recycling
VERPACKUNGSARBEITEN
HAUSWIRTSCHAFT: Wäscherei
SONSTIGE LEISTUNGEN: FahrradwerkstattWeitere Betriebsstätten:
Arbeits- und Wohnstätten gGmbH
Kreuzäckerstr. 38-40
74081 Heilbronn
Arbeits- und Wohnstätten GmbH
Therapeutikum
Werkstattgebäude
Kreuzäckerstr. 35
74081 Heilbronn
Arbeits- und Wohnstätten gGmbH
Brechdarrweg 46
746",,,,
Unknown,,http://www.therapeutikumheilbronn.de,info@therapeutikumheilbronn.de,,
